project,subproject,rca,program_title,yr3_forecast,yr2_forecast,yr1_forecast,yr0_plan,yr1_approp,yr2_oblig,key
project-15,subproject-14,rca-49,program-89,17651,17646.99,20394.74,22592.62,17561.02,15536.55,project-15-subproject-14-rca-49program-89
project-10,subproject-21,rca-72,program-55,4325,2787.37,3198.25,1987.31,2062.46,2040.75,project-10-subproject-21-rca-72program-55
project-12,subproject-20,rca-5,program-41,14451,11788.6,13120.95,11220.06,7641.44,6814.62,project-12-subproject-20-rca-5program-41
project-15,subproject-11,rca-71,program-20,28648,30444.56,36220.91,29612.8,26722.18,21599.27,project-15-subproject-11-rca-71program-20
project-1,subproject-8,rca-40,program-100,14643,12405.96,14603.83,16099.94,18749.23,17553.85,project-1-subproject-8-rca-40program-100
project-16,subproject-38,rca-72,program-105,27438,30993.67,29287.69,20746.08,21459.26,19667.95,project-16-subproject-38-rca-72program-105
project-3,subproject-38,rca-55,program-7,11411,13158.15,12913.67,9510.17,7447.58,6211.16,project-3-subproject-38-rca-55program-7
project-16,subproject-27,rca-23,program-63,11375,14371.96,17195.2,15583.56,13311.94,12519.11,project-16-subproject-27-rca-23program-63
project-4,subproject-12,rca-47,program-59,29665,23029.53,25769.35,18324.45,12918.16,10885.69,project-4-subproject-12-rca-47program-59
project-14,subproject-30,rca-67,program-3,28906,34350.78,35280.94,26369.55,25228.31,22760.09,project-14-subproject-30-rca-67program-3
project-8,subproject-7,rca-31,program-114,27640,31561.09,26432.62,32339.47,37137.36,35294.95,project-8-subproject-7-rca-31program-114
project-3,subproject-15,rca-62,program-101,8740,8883.54,7931.07,9665.28,9192.96,8237.55,project-3-subproject-15-rca-62program-101
project-4,subproject-12,rca-72,program-65,17189,20609.36,21599.43,25560.35,26458.42,23728.45,project-4-subproject-12-rca-72program-65
project-16,subproject-31,rca-1,program-117,5124,3456.61,3275.71,3524.28,2973.25,2786.75,project-16-subproject-31-rca-1program-117
project-12,subproject-11,rca-8,program-68,17953,10647.43,12480.47,7755.1,6524.81,6494.41,project-12-subproject-11-rca-8program-68
project-10,subproject-13,rca-80,program-60,28559,30760.78,28258.33,30104.65,22563.54,18303.42,project-10-subproject-13-rca-80program-60
project-1,subproject-7,rca-8,program-3,11029,13836.3,12901.52,12077.6,11900.44,10576.83,project-1-subproject-7-rca-8program-3
project-7,subproject-9,rca-31,program-26,14855,13865.09,15507.34,13275.52,9500.25,8135.72,project-7-subproject-9-rca-31program-26
project-1,subproject-19,rca-13,program-120,9259,10230.21,8369.14,10544.3,7650.56,6742.35,project-1-subproject-19-rca-13program-120
project-8,subproject-18,rca-45,program-19,2985,2382.55,2614.13,1568.76,1072.27,932.23,project-8-subproject-18-rca-45program-19
project-17,subproject-23,rca-20,program-8,2653,2441.88,2713.4,2768.15,1710.87,1680.5,project-17-subproject-23-rca-20program-8
project-18,subproject-22,rca-52,program-102,16947,14320.75,15812.59,15896.45,11160.8,10369.29,project-18-subproject-22-rca-52program-102
project-16,subproject-33,rca-80,program-96,17934,14562.47,13699.25,11680.48,13209.75,12157.22,project-16-subproject-33-rca-80program-96
project-17,subproject-6,rca-69,program-85,24469,31043.59,33136.9,33597.41,35179.28,29085.44,project-17-subproject-6-rca-69program-85
project-11,subproject-14,rca-1,program-85,8874,4927.03,4939.13,2965.4,1904.65,1529.33,project-11-subproject-14-rca-1program-85
project-15,subproject-12,rca-77,program-107,22508,15615.23,13998.19,11364.31,12196.45,10474.5,project-15-subproject-12-rca-77program-107
project-15,subproject-37,rca-2,program-24,20436,20340.07,20356.21,14469.99,16905.61,15319.32,project-15-subproject-37-rca-2program-24
project-18,subproject-17,rca-13,program-98,23459,28047.01,25981.85,27621.32,27165.27,24759.94,project-18-subproject-17-rca-13program-98
project-6,subproject-19,rca-48,program-95,18831,16240.17,13576.67,10285.86,10388.07,9309.56,project-6-subproject-19-rca-48program-95
project-6,subproject-7,rca-52,program-89,10465,5350.11,5592.73,4563.64,3126.6,2522.68,project-6-subproject-7-rca-52program-89
project-11,subproject-25,rca-54,program-120,1850,2156.05,1908.55,2416.6,1529.51,1313.44,project-11-subproject-25-rca-54program-120
project-11,subproject-27,rca-51,program-59,4532,4026.55,3415.53,3188.78,2558.18,2292.36,project-11-subproject-27-rca-51program-59
project-20,subproject-12,rca-17,program-97,7816,8867.1,7534.88,6132.33,5043.29,4313.28,project-20-subproject-12-rca-17program-97
project-2,subproject-39,rca-43,program-19,29460,35269.6,38507.16,42461.27,26839.57,24131.8,project-2-subproject-39-rca-43program-19
project-7,subproject-9,rca-30,program-82,13509,10669.42,10124.66,7812.67,8583.89,8503.73,project-7-subproject-9-rca-30program-82
project-18,subproject-10,rca-18,program-38,25011,17293.08,20714.73,16539.72,17168.55,15895.42,project-18-subproject-10-rca-18program-38
project-16,subproject-19,rca-61,program-16,1549,969.42,931.57,703.96,563.01,451.49,project-16-subproject-19-rca-61program-16
project-15,subproject-2,rca-71,program-2,12266,10259.94,9566.45,7057.81,7303.98,6103.42,project-15-subproject-2-rca-71program-2
project-13,subproject-23,rca-31,program-90,18558,23151.12,19325.27,13816.1,16414.7,13704.63,project-13-subproject-23-rca-31program-90
project-20,subproject-1,rca-40,program-71,10145,8122.08,9283.79,9190.7,8289.6,7563.65,project-20-subproject-1-rca-40program-71
project-6,subproject-25,rca-41,program-97,11134,13860.34,12217.38,8272.23,8271.95,7174.32,project-6-subproject-25-rca-41program-97
project-16,subproject-37,rca-27,program-41,20342,19954.56,16209.39,13746.08,12308.72,10123.94,project-16-subproject-37-rca-27program-41
project-14,subproject-29,rca-49,program-105,12159,15433.53,17601.48,19164.23,12508.96,11490.12,project-14-subproject-29-rca-49program-105
project-2,subproject-12,rca-55,program-48,29197,24192.62,22987.74,20138.46,12422.24,11489.61,project-2-subproject-12-rca-55program-48
project-8,subproject-10,rca-22,program-19,17689,17233.94,16166.3,17526.59,17426.22,16002.61,project-8-subproject-10-rca-22program-19
project-17,subproject-3,rca-1,program-109,26387,16581.18,18883.18,20776.07,18140.41,17238.6,project-17-subproject-3-rca-1program-109
project-9,subproject-22,rca-70,program-38,8919,6470.38,6689.59,5831.04,3674.57,3512.47,project-9-subproject-22-rca-70program-38
project-6,subproject-9,rca-3,program-5,3237,3157.78,2771.35,2145.03,1462.49,1258.01,project-6-subproject-9-rca-3program-5
project-5,subproject-9,rca-1,program-39,6496,5346.25,5870.8,4971.44,4364.09,4167.01,project-5-subproject-9-rca-1program-39
project-10,subproject-10,rca-58,program-94,26945,23668.88,25809.18,32894.44,27605.64,22662.16,project-10-subproject-10-rca-58program-94
project-11,subproject-35,rca-27,program-114,6491,7475.18,8749.27,8324.62,9015.05,7961.84,project-11-subproject-35-rca-27program-114
project-3,subproject-3,rca-75,program-87,4572,3795.12,4324.21,3320.16,2304.27,2191.07,project-3-subproject-3-rca-75program-87
project-1,subproject-36,rca-56,program-21,2563,2481.6,2115.74,2093.79,2297.88,2148.15,project-1-subproject-36-rca-56program-21
project-4,subproject-27,rca-65,program-101,1909,2365.93,2053.3,1608.2,1891.83,1738.85,project-4-subproject-27-rca-65program-101
project-10,subproject-8,rca-69,program-100,13660,7102.46,7146.55,8557.2,9219.5,8245.84,project-10-subproject-8-rca-69program-100
project-12,subproject-22,rca-37,program-113,7751,5494.77,5328.57,5529.88,3862.18,3524.54,project-12-subproject-22-rca-37program-113
project-20,subproject-28,rca-27,program-26,3151,3788.5,4270.23,2622.49,2921.13,2894.93,project-20-subproject-28-rca-27program-26
project-9,subproject-24,rca-29,program-8,25053,27270.28,31859.0,28241.6,31458.73,26052.36,project-9-subproject-24-rca-29program-8
project-1,subproject-22,rca-16,program-3,20759,12995.77,13411.17,10632.68,7769.71,6658.21,project-1-subproject-22-rca-16program-3
project-4,subproject-9,rca-22,program-27,6292,3893.14,4189.9,2896.18,2593.39,2422.23,project-4-subproject-9-rca-22program-27
project-4,subproject-39,rca-77,program-101,19221,13464.13,15838.21,16968.12,18746.16,16729.8,project-4-subproject-39-rca-77program-101
project-14,subproject-9,rca-76,program-54,23433,19131.07,17166.92,12481.47,11109.59,11000.17,project-14-subproject-9-rca-76program-54
project-18,subproject-19,rca-72,program-29,28259,24396.66,22039.08,27289.47,17583.36,14166.65,project-18-subproject-19-rca-72program-29
project-10,subproject-9,rca-53,program-2,3476,2222.27,1878.01,1873.69,1294.8,1254.35,project-10-subproject-9-rca-53program-2
project-3,subproject-8,rca-36,program-91,25828,22341.3,24659.86,31263.33,25099.43,24895.43,project-3-subproject-8-rca-36program-91
project-9,subproject-13,rca-75,program-70,15819,14987.39,17243.43,20823.18,22457.92,19612.03,project-9-subproject-13-rca-75program-70
project-14,subproject-31,rca-79,program-7,13780,8801.91,10321.14,13037.45,12477.69,11929.44,project-14-subproject-31-rca-79program-7
project-19,subproject-26,rca-48,program-21,14680,13275.42,12067.55,12405.43,8206.51,6723.8,project-19-subproject-26-rca-48program-21
project-1,subproject-17,rca-48,program-11,23349,28699.2,27145.85,21107.16,20968.6,17648.05,project-1-subproject-17-rca-48program-11
project-18,subproject-9,rca-68,program-119,23360,18181.35,19778.16,19509.13,16690.05,15081.43,project-18-subproject-9-rca-68program-119
project-20,subproject-31,rca-22,program-53,25038,24270.99,29116.63,27700.74,18453.97,16042.33,project-20-subproject-31-rca-22program-53
project-13,subproject-37,rca-71,program-42,21964,17927.83,17703.9,17830.4,12389.97,11510.78,project-13-subproject-37-rca-71program-42
project-3,subproject-35,rca-41,program-59,1329,1475.43,1244.35,1480.36,1438.4,1305.77,project-3-subproject-35-rca-41program-59
project-3,subproject-15,rca-22,program-77,22648,28543.17,29983.09,23176.03,18217.11,17162.57,project-3-subproject-15-rca-22program-77
project-10,subproject-28,rca-18,program-83,1746,2011.21,1874.35,1788.53,1537.21,1469.74,project-10-subproject-28-rca-18program-83
project-11,subproject-15,rca-25,program-58,27820,15965.46,18970.76,18368.81,16507.87,14497.23,project-11-subproject-15-rca-25program-58
project-10,subproject-22,rca-27,program-74,13445,12809.37,12097.93,13822.83,9670.59,7983.41,project-10-subproject-22-rca-27program-74
project-8,subproject-8,rca-30,program-37,28402,29417.94,25418.29,30799.26,32507.22,27365.73,project-8-subproject-8-rca-30program-37
project-16,subproject-7,rca-50,program-88,14146,7425.38,8495.87,7501.02,6527.25,5648.16,project-16-subproject-7-rca-50program-88
project-8,subproject-2,rca-57,program-109,28033,22287.83,21802.13,22314.26,16333.12,14481.03,project-8-subproject-2-rca-57program-109
project-9,subproject-29,rca-64,program-11,17714,13568.93,16260.59,13150.82,13594.4,13088.47,project-9-subproject-29-rca-64program-11
project-7,subproject-37,rca-56,program-109,12586,6892.25,6699.16,5338.39,6263.48,5147.05,project-7-subproject-37-rca-56program-109
project-18,subproject-34,rca-59,program-114,26915,33951.62,35944.51,27463.21,19416.19,16761.88,project-18-subproject-34-rca-59program-114
project-13,subproject-12,rca-67,program-104,8737,6486.95,5722.59,6176.82,4355.98,4307.93,project-13-subproject-12-rca-67program-104
project-14,subproject-4,rca-56,program-52,10782,9165.03,8447.12,7204.56,4507.99,4409.16,project-14-subproject-4-rca-56program-52
project-8,subproject-1,rca-66,program-38,27201,27667.81,22900.93,24905.05,19200.21,18181.3,project-8-subproject-1-rca-66program-38
project-9,subproject-28,rca-68,program-118,20577,11570.45,9794.94,8467.81,5241.76,5105.24,project-9-subproject-28-rca-68program-118
project-3,subproject-31,rca-22,program-98,12642,12352.2,12620.92,12587.86,12581.16,10310.47,project-3-subproject-31-rca-22program-98
project-4,subproject-20,rca-76,program-75,8514,6332.93,7413.64,5406.33,3388.36,2775.13,project-4-subproject-20-rca-76program-75
project-9,subproject-26,rca-72,program-105,15089,8972.63,10118.28,12101.32,8764.7,7175.29,project-9-subproject-26-rca-72program-105
project-9,subproject-8,rca-50,program-77,29969,35137.71,36571.44,27766.83,18037.35,17161.76,project-9-subproject-8-rca-50program-77
project-17,subproject-17,rca-38,program-82,2042,2625.99,2960.74,3676.65,3109.55,2571.23,project-17-subproject-17-rca-38program-82
project-18,subproject-22,rca-4,program-64,16822,13688.71,14950.41,16747.36,19427.72,17699.95,project-18-subproject-22-rca-4program-64
project-6,subproject-5,rca-70,program-77,22749,25922.09,29571.75,28370.31,25981.56,24930.91,project-6-subproject-5-rca-70program-77
project-3,subproject-33,rca-39,program-10,3952,3478.63,4110.45,2809.11,3256.53,3192.01,project-3-subproject-33-rca-39program-10
project-1,subproject-17,rca-46,program-10,13483,6969.56,6847.84,4384.24,3024.08,2810.49,project-1-subproject-17-rca-46program-10
project-11,subproject-40,rca-24,program-119,6807,4592.65,3978.55,3154.79,2941.74,2414.23,project-11-subproject-40-rca-24program-119
project-1,subproject-23,rca-28,program-74,24061,12486.22,14749.83,18871.1,19648.99,18539.09,project-1-subproject-23-rca-28program-74
project-19,subproject-1,rca-2,program-54,22314,12946.75,11313.13,11803.62,12548.92,10935.87,project-19-subproject-1-rca-2program-54
project-14,subproject-28,rca-9,program-45,22828,29629.24,28918.16,18706.97,15271.33,13070.0,project-14-subproject-28-rca-9program-45
project-10,subproject-21,rca-55,program-108,1075,711.44,817.05,978.97,971.72,790.79,project-10-subproject-21-rca-55program-108
project-16,subproject-21,rca-78,program-3,2495,1574.15,1846.09,2268.16,1581.92,1428.33,project-16-subproject-21-rca-78program-3
project-3,subproject-29,rca-34,program-90,7049,7751.72,6605.33,5939.37,4686.11,4401.25,project-3-subproject-29-rca-34program-90
project-9,subproject-16,rca-51,program-13,1480,1494.91,1678.78,1904.78,1720.12,1663.64,project-9-subproject-16-rca-51program-13
project-13,subproject-28,rca-42,program-89,19864,14389.49,15977.74,20553.03,23808.2,20529.65,project-13-subproject-28-rca-42program-89
project-8,subproject-4,rca-34,program-116,24973,28837.94,28604.44,18689.03,14493.56,14015.8,project-8-subproject-4-rca-34program-116
project-17,subproject-16,rca-10,program-1,11598,10781.9,10912.09,8784.38,6938.04,6834.19,project-17-subproject-16-rca-10program-1
project-20,subproject-28,rca-18,program-80,25722,18955.96,18037.1,21687.91,20457.44,17889.08,project-20-subproject-28-rca-18program-80
project-6,subproject-21,rca-48,program-58,13342,9529.22,8698.31,10806.73,8967.57,8026.76,project-6-subproject-21-rca-48program-58
project-20,subproject-7,rca-36,program-59,26551,16466.99,13438.19,16223.45,19444.5,16538.74,project-20-subproject-7-rca-36program-59
project-8,subproject-24,rca-8,program-11,14410,7217.91,7569.95,7298.24,6378.74,5562.27,project-8-subproject-24-rca-8program-11
project-4,subproject-12,rca-53,program-119,9904,5639.85,6408.84,4705.53,4482.41,4203.25,project-4-subproject-12-rca-53program-119
project-2,subproject-23,rca-6,program-18,3670,3119.61,3697.73,2823.75,2161.41,2131.46,project-2-subproject-23-rca-6program-18
project-12,subproject-18,rca-60,program-51,6591,8218.59,7134.11,9008.68,6342.25,6300.56,project-12-subproject-18-rca-60program-51
project-3,subproject-3,rca-67,program-2,9803,6444.4,6977.56,7946.46,5735.58,4924.18,project-3-subproject-3-rca-67program-2
project-15,subproject-1,rca-56,program-99,28229,28666.6,33589.14,21797.81,20179.36,18762.35,project-15-subproject-1-rca-56program-99
project-19,subproject-29,rca-69,program-26,10388,10035.91,11609.69,14902.59,9508.66,9467.24,project-19-subproject-29-rca-69program-26
project-8,subproject-38,rca-23,program-72,3533,2831.03,2784.18,3064.76,2639.32,2291.56,project-8-subproject-38-rca-23program-72
project-12,subproject-38,rca-21,program-85,3782,3094.45,2866.46,1874.62,1822.64,1700.1,project-12-subproject-38-rca-21program-85
project-6,subproject-11,rca-71,program-11,25662,30670.95,26869.13,34853.17,37137.94,35905.17,project-6-subproject-11-rca-71program-11
project-17,subproject-21,rca-65,program-19,26832,21774.16,21117.22,15256.85,12156.65,11390.49,project-17-subproject-21-rca-65program-19
project-10,subproject-3,rca-80,program-73,13126,10264.21,8883.42,10010.0,11919.35,9804.92,project-10-subproject-3-rca-80program-73
project-5,subproject-17,rca-80,program-63,22001,14392.45,16046.63,11787.08,9721.02,8418.35,project-5-subproject-17-rca-80program-63
project-5,subproject-23,rca-32,program-57,19357,22839.33,19579.88,19607.67,21976.99,20263.31,project-5-subproject-23-rca-32program-57
project-10,subproject-28,rca-67,program-44,21809,20062.57,23171.63,22044.26,26445.28,23346.35,project-10-subproject-28-rca-67program-44
project-2,subproject-14,rca-48,program-78,17479,18905.22,16003.97,20346.67,15060.9,13862.45,project-2-subproject-14-rca-48program-78
project-9,subproject-33,rca-22,program-26,28843,20420.95,22504.8,27008.9,32327.26,28722.54,project-9-subproject-33-rca-22program-26
project-7,subproject-37,rca-77,program-92,5133,4898.78,4078.22,5059.9,3479.43,3153.5,project-7-subproject-37-rca-77program-92
project-16,subproject-27,rca-14,program-55,26186,13231.08,14585.61,9347.32,7595.91,7564.0,project-16-subproject-27-rca-14program-55
